Question_ID,Subject,Year,Exam_Name,Question_Type,Marks,Difficulty_Level,Topic,Repeated_Count,Last_Appearance_Year,Exam_Date,,,,,,,,,,
Q0975,Biology,2019,Exam_4,Short Answer,10,Easy,Algebra,3,2022,6/24/2019,,,,,,,,,,
Q0976,Physics,2021,Exam_2,Short Answer,5,Hard,Mechanics,6,2025,11/25/2020,,,,,,,,,,
Q0977,Physics,2025,Exam_3,MCQ,15,Easy,Genetics,6,2025,10/28/2019,,,,,,,,,,
Q0978,Physics,2021,Exam_1,Long Answer,5,Medium,Organic,8,2023,01-08-2021,,,,,,,,,,
Q0979,Physics,2018,Exam_2,Long Answer,2,Medium,Genetics,10,2018,4/20/2023,,,,,,,,,,
Q0980,Physics,2022,Exam_5,MCQ,10,Hard,Organic,1,2023,7/16/2019,,,,,,,,,,
Q0981,Computer Science,2020,Exam_2,MCQ,5,Hard,Programming,10,2020,12/19/2018,,,,,,,,,,
Q0982,Chemistry,2022,Exam_4,Long Answer,2,Hard,Organic,2,2023,7/19/2015,,,,,,,,,,
Q0983,Chemistry,2024,Exam_5,Long Answer,2,Hard,Programming,8,2025,7/26/2023,,,,,,,,,,
Q0984,Computer Science,2024,Exam_3,Numerical,10,Hard,Genetics,4,2024,11-08-2015,,,,,,,,,,
Q0985,Physics,2025,Exam_3,Numerical,15,Hard,Organic,0,2025,10/31/2024,,,,,,,,,,
Q0986,Biology,2015,Exam_1,Short Answer,15,Easy,Algebra,1,2015,12/30/2015,,,,,,,,,,
Q0987,Computer Science,2024,Exam_5,Long Answer,15,Easy,Programming,4,2024,12-09-2018,,,,,,,,,,
Q0988,Computer Science,2017,Exam_2,MCQ,10,Easy,Genetics,9,2021,5/28/2022,,,,,,,,,,
Q0989,Physics,2022,Exam_5,Short Answer,15,Hard,Programming,2,2025,3/25/2020,,,,,,,,,,
Q0990,Physics,2021,Exam_4,Long Answer,2,Hard,Organic,1,2025,01-11-2023,,,,,,,,,,
Q0991,Physics,2020,Exam_5,Numerical,15,Easy,Organic,9,2025,4/16/2015,,,,,,,,,,
Q0992,Computer Science,2022,Exam_2,Numerical,5,Hard,Genetics,6,2023,09-09-2017,,,,,,,,,,
Q0993,Biology,2024,Exam_2,Long Answer,5,Medium,Programming,4,2025,08-01-2017,,,,,,,,,,
Q0994,Biology,2020,Exam_2,Long Answer,2,Easy,Mechanics,5,2025,06-05-2016,,,,,,,,,,
Q0995,Chemistry,2023,Exam_4,Numerical,5,Medium,Algebra,5,2024,01-01-2023,,,,,,,,,,
Q0996,Physics,2022,Exam_2,Numerical,15,Medium,Algebra,3,2025,4/29/2018,,,,,,,,,,
Q0997,Biology,2022,Exam_1,Long Answer,5,Medium,Programming,6,2025,01-11-2022,,,,,,,,,,
Q0998,Biology,2015,Exam_3,Long Answer,5,Hard,Algebra,1,2023,1/26/2023,,,,,,,,,,
Q0999,Computer Science,2016,Exam_2,Numerical,2,Hard,Genetics,10,2023,06-04-2023,,,,,,,,,,
Q1000,Maths,2016,Exam_5,MCQ,5,Hard,Algebra,5,2018,8/20/2021,,,,,,,,,,
Q1001,Chemistry,2025,Exam_3,Numerical,10,Medium,Mechanics,5,2025,3/30/2022,,,,,,,,,,
Q1002,Biology,2025,Exam_5,MCQ,5,Medium,Mechanics,6,2025,8/27/2015,,,,,,,,,,
Q1003,Physics,2022,Exam_2,Long Answer,15,Medium,Programming,0,2025,5/25/2019,,,,,,,,,,
Q1004,Physics,2015,Exam_4,MCQ,15,Easy,Programming,3,2015,05-05-2020,,,,,,,,,,
Q1005,Biology,2021,Exam_3,Long Answer,2,Easy,Genetics,7,2024,10-04-2021,,,,,,,,,,
Q1006,Computer Science,2024,Exam_2,Short Answer,15,Easy,Mechanics,6,2024,1/15/2017,,,,,,,,,,
Q1007,Computer Science,2020,Exam_4,Numerical,5,Easy,Programming,5,2020,05-11-2020,,,,,,,,,,
Q1008,Computer Science,2019,Exam_4,MCQ,10,Medium,Mechanics,4,2020,9/22/2021,,,,,,,,,,
Q1009,Biology,2025,Exam_2,MCQ,5,Easy,Genetics,10,2025,06-08-2024,,,,,,,,,,
Q1010,Computer Science,2023,Exam_3,Numerical,15,Easy,Organic,1,2023,7/13/2019,,,,,,,,,,
Q1011,Biology,2023,Exam_4,MCQ,10,Medium,Algebra,5,2024,2/21/2024,,,,,,,,,,
Q1012,Maths,2017,Exam_1,Long Answer,10,Easy,Organic,6,2025,01-03-2017,,,,,,,,,,
Q1013,Biology,2022,Exam_3,MCQ,5,Easy,Programming,6,2024,3/20/2016,,,,,,,,,,
Q1014,Chemistry,2025,Exam_1,Numerical,2,Medium,Algebra,8,2025,9/17/2023,,,,,,,,,,
Q1015,Maths,2016,Exam_1,Numerical,5,Medium,Organic,1,2016,5/29/2021,,,,,,,,,,
Q1016,Computer Science,2015,Exam_5,MCQ,5,Medium,Genetics,10,2024,10/21/2018,,,,,,,,,,
Q1017,Biology,2018,Exam_5,Numerical,5,Hard,Mechanics,1,2023,09-01-2017,,,,,,,,,,
Q1018,Chemistry,2021,Exam_5,MCQ,15,Easy,Genetics,0,2021,02-06-2016,,,,,,,,,,
Q1019,Biology,2015,Exam_3,Numerical,2,Hard,Programming,6,2024,2/24/2020,,,,,,,,,,
Q1020,Chemistry,2024,Exam_2,MCQ,5,Easy,Algebra,2,2025,9/17/2016,,,,,,,,,,
Q1021,Maths,2021,Exam_1,Long Answer,10,Easy,Organic,3,2022,10-08-2024,,,,,,,,,,
Q1022,Maths,2016,Exam_1,Numerical,2,Easy,Mechanics,4,2025,09-10-2022,,,,,,,,,,
Q1023,Maths,2023,Exam_3,Numerical,15,Medium,Mechanics,3,2025,09-02-2018,,,,,,,,,,
Q1024,Biology,2022,Exam_5,Numerical,15,Easy,Mechanics,8,2022,06-06-2023,,,,,,,,,,
Q1025,Computer Science,2024,Exam_1,Short Answer,15,Hard,Algebra,5,2024,12/15/2020,,,,,,,,,,
Q1026,Biology,2015,Exam_1,Short Answer,15,Medium,Genetics,0,2020,03-02-2020,,,,,,,,,,
Q1027,Chemistry,2022,Exam_4,MCQ,15,Medium,Genetics,5,2022,9/27/2016,,,,,,,,,,
Q1028,Chemistry,2025,Exam_1,Long Answer,10,Easy,Genetics,7,2025,5/24/2020,,,,,,,,,,
Q1029,Computer Science,2018,Exam_5,Numerical,5,Hard,Programming,6,2024,01-01-2021,,,,,,,,,,
Q1030,Physics,2019,Exam_3,MCQ,10,Medium,Mechanics,5,2022,1/13/2024,,,,,,,,,,
Q1031,Maths,2024,Exam_3,Numerical,10,Medium,Algebra,1,2025,3/22/2023,,,,,,,,,,
Q1032,Chemistry,2018,Exam_3,Short Answer,5,Medium,Mechanics,9,2021,06-09-2022,,,,,,,,,,
Q1033,Chemistry,2021,Exam_2,MCQ,2,Easy,Programming,1,2021,05-04-2022,,,,,,,,,,
Q1034,Computer Science,2017,Exam_2,Numerical,15,Medium,Mechanics,5,2017,1/14/2021,,,,,,,,,,
Q1035,Chemistry,2024,Exam_1,MCQ,2,Hard,Algebra,3,2025,5/20/2019,,,,,,,,,,
Q1036,Maths,2016,Exam_2,Numerical,2,Hard,Genetics,2,2023,10/20/2019,,,,,,,,,,
Q1037,Computer Science,2020,Exam_4,Long Answer,15,Hard,Algebra,0,2021,04-08-2024,,,,,,,,,,
Q1038,Maths,2023,Exam_5,MCQ,2,Hard,Algebra,6,2025,5/14/2024,,,,,,,,,,
Q1039,Biology,2019,Exam_2,Short Answer,5,Medium,Mechanics,1,2023,06-02-2019,,,,,,,,,,
Q1040,Biology,2021,Exam_2,Numerical,2,Easy,Programming,2,2022,11-01-2022,,,,,,,,,,
Q1041,Biology,2018,Exam_1,Long Answer,5,Easy,Organic,4,2018,1/27/2024,,,,,,,,,,
Q1042,Computer Science,2024,Exam_2,Long Answer,10,Hard,Mechanics,1,2025,02-04-2016,,,,,,,,,,
Q1043,Maths,2020,Exam_1,Numerical,10,Hard,Genetics,5,2024,10-04-2018,,,,,,,,,,
Q1044,Physics,2025,Exam_1,Numerical,5,Easy,Mechanics,7,2025,06-01-2021,,,,,,,,,,
Q1045,Maths,2019,Exam_5,Short Answer,5,Easy,Organic,5,2025,03-01-2016,,,,,,,,,,
Q1046,Biology,2025,Exam_5,Numerical,10,Hard,Mechanics,2,2025,10/25/2015,,,,,,,,,,
Q1047,Chemistry,2018,Exam_2,Long Answer,5,Medium,Programming,9,2021,6/29/2023,,,,,,,,,,
Q1048,Chemistry,2019,Exam_2,Numerical,2,Easy,Genetics,5,2019,05-01-2016,,,,,,,,,,
Q1049,Physics,2018,Exam_4,Short Answer,15,Easy,Algebra,8,2018,5/16/2022,,,,,,,,,,
Q1050,Biology,2019,Exam_5,MCQ,10,Easy,Programming,1,2024,11/19/2022,,,,,,,,,,
Q1051,Computer Science,2019,Exam_4,Short Answer,2,Easy,Algebra,5,2022,12/21/2017,,,,,,,,,,
Q1052,Maths,2022,Exam_4,MCQ,2,Medium,Genetics,4,2023,5/16/2015,,,,,,,,,,
Q1053,Physics,2024,Exam_1,MCQ,5,Medium,Algebra,10,2024,1/19/2018,,,,,,,,,,
Q1054,Computer Science,2021,Exam_5,MCQ,2,Hard,Programming,9,2023,12-02-2017,,,,,,,,,,
Q1055,Chemistry,2019,Exam_3,Numerical,15,Medium,Mechanics,4,2019,1/22/2022,,,,,,,,,,
Q1056,Chemistry,2021,Exam_2,Short Answer,10,Hard,Programming,0,2021,7/17/2019,,,,,,,,,,
Q1057,Maths,2015,Exam_4,Numerical,2,Easy,Mechanics,7,2022,5/19/2023,,,,,,,,,,
Q1058,Chemistry,2018,Exam_3,MCQ,2,Medium,Programming,7,2019,7/21/2024,,,,,,,,,,
Q1059,Computer Science,2019,Exam_4,Long Answer,10,Hard,Mechanics,1,2023,04-12-2015,,,,,,,,,,
Q1060,Computer Science,2018,Exam_1,Short Answer,5,Hard,Genetics,4,2023,01-05-2018,,,,,,,,,,
Q1061,Physics,2024,Exam_4,MCQ,10,Medium,Programming,7,2025,10/31/2015,,,,,,,,,,
Q1062,Maths,2020,Exam_3,MCQ,2,Easy,Algebra,7,2021,4/23/2022,,,,,,,,,,
Q1063,Maths,2017,Exam_5,Long Answer,2,Medium,Mechanics,2,2023,6/28/2022,,,,,,,,,,
Q1064,Biology,2021,Exam_5,Short Answer,15,Easy,Algebra,8,2025,3/25/2022,,,,,,,,,,
Q1065,Computer Science,2022,Exam_1,Long Answer,15,Easy,Mechanics,6,2023,11/28/2023,,,,,,,,,,
Q1066,Maths,2016,Exam_5,MCQ,2,Medium,Algebra,1,2017,01-03-2018,,,,,,,,,,
Q1067,Chemistry,2015,Exam_2,MCQ,2,Hard,Algebra,10,2018,06-10-2023,,,,,,,,,,
Q1068,Maths,2021,Exam_2,MCQ,15,Medium,Mechanics,9,2023,04-04-2020,,,,,,,,,,
Q1069,Computer Science,2024,Exam_1,Numerical,5,Medium,Genetics,4,2024,6/27/2018,,,,,,,,,,
Q1070,Computer Science,2018,Exam_4,Numerical,2,Medium,Algebra,3,2019,07-10-2022,,,,,,,,,,
Q1071,Chemistry,2021,Exam_3,MCQ,15,Easy,Mechanics,8,2025,04-10-2018,,,,,,,,,,
Q1072,Biology,2024,Exam_1,Long Answer,2,Medium,Genetics,10,2025,02-05-2016,,,,,,,,,,
Q1073,Chemistry,2016,Exam_4,Long Answer,2,Hard,Mechanics,7,2023,01-01-2023,,,,,,,,,,
Q1074,Maths,2021,Exam_4,Short Answer,15,Hard,Programming,5,2024,4/20/2021,,,,,,,,,,
Q1075,Maths,2021,Exam_1,Long Answer,2,Hard,Programming,4,2022,1/26/2022,,,,,,,,,,
Q1076,Computer Science,2018,Exam_5,Short Answer,15,Hard,Algebra,8,2025,12/20/2022,,,,,,,,,,
Q1077,Maths,2025,Exam_5,MCQ,10,Medium,Programming,1,2025,08-02-2023,,,,,,,,,,
Q1078,Maths,2020,Exam_1,Long Answer,10,Easy,Genetics,10,2021,12-08-2017,,,,,,,,,,
Q1079,Biology,2022,Exam_4,MCQ,15,Easy,Algebra,4,2022,04-01-2020,,,,,,,,,,
Q1080,Computer Science,2022,Exam_4,MCQ,2,Medium,Organic,6,2025,02-03-2023,,,,,,,,,,
Q1081,Physics,2022,Exam_5,Short Answer,10,Hard,Genetics,7,2023,10/31/2024,,,,,,,,,,
Q1082,Chemistry,2015,Exam_3,Numerical,15,Easy,Programming,8,2018,01-05-2024,,,,,,,,,,
Q1083,Biology,2018,Exam_2,MCQ,5,Easy,Genetics,2,2025,3/13/2015,,,,,,,,,,
Q1084,Biology,2016,Exam_4,Short Answer,15,Easy,Organic,9,2019,12/19/2023,,,,,,,,,,
Q1085,Chemistry,2019,Exam_5,MCQ,15,Easy,Algebra,3,2025,8/23/2022,,,,,,,,,,
Q1086,Biology,2018,Exam_3,Numerical,5,Medium,Mechanics,8,2023,7/17/2023,,,,,,,,,,
Q1087,Physics,2019,Exam_2,Long Answer,15,Medium,Genetics,4,2023,9/19/2015,,,,,,,,,,
Q1088,Chemistry,2023,Exam_4,Long Answer,2,Hard,Organic,9,2023,02-09-2021,,,,,,,,,,
Q1089,Biology,2016,Exam_4,Numerical,10,Hard,Programming,0,2022,1/23/2023,,,,,,,,,,
Q1090,Physics,2018,Exam_4,Long Answer,10,Medium,Mechanics,1,2024,10/22/2019,,,,,,,,,,
Q1091,Computer Science,2020,Exam_5,Long Answer,5,Medium,Genetics,9,2020,8/22/2020,,,,,,,,,,
Q1092,Maths,2024,Exam_3,Short Answer,5,Easy,Programming,3,2024,01-09-2021,,,,,,,,,,
Q1093,Computer Science,2023,Exam_3,Short Answer,5,Medium,Genetics,2,2024,10-05-2020,,,,,,,,,,
Q1094,Maths,2022,Exam_5,Long Answer,15,Hard,Organic,3,2025,8/31/2024,,,,,,,,,,
Q1095,Physics,2017,Exam_1,Long Answer,2,Hard,Algebra,4,2023,12/22/2016,,,,,,,,,,
Q1096,Chemistry,2020,Exam_1,Long Answer,5,Medium,Algebra,6,2021,1/17/2016,,,,,,,,,,
Q1097,Physics,2017,Exam_2,Long Answer,10,Medium,Mechanics,6,2017,11/29/2018,,,,,,,,,,
Q1098,Chemistry,2022,Exam_3,Numerical,2,Medium,Algebra,0,2025,9/14/2016,,,,,,,,,,
Q1099,Chemistry,2024,Exam_3,Numerical,10,Hard,Programming,7,2024,11-07-2023,,,,,,,,,,
Q1100,Physics,2016,Exam_1,Short Answer,10,Medium,Algebra,0,2021,5/14/2018,,,,,,,,,,
Q1101,Physics,2023,Exam_1,Short Answer,5,Easy,Mechanics,9,2023,2/14/2019,,,,,,,,,,
Q1102,Computer Science,2018,Exam_3,Numerical,15,Easy,Genetics,4,2024,4/18/2018,,,,,,,,,,
Q1103,Physics,2019,Exam_1,Numerical,5,Medium,Organic,4,2022,8/28/2022,,,,,,,,,,
Q1104,Maths,2025,Exam_3,Short Answer,2,Hard,Algebra,0,2025,12/13/2021,,,,,,,,,,
Q1105,Maths,2019,Exam_1,Short Answer,15,Hard,Algebra,7,2023,4/21/2018,,,,,,,,,,
Q1106,Computer Science,2017,Exam_1,Long Answer,5,Medium,Mechanics,8,2024,3/18/2016,,,,,,,,,,
Q1107,Maths,2022,Exam_3,MCQ,2,Hard,Programming,2,2023,1/21/2019,,,,,,,,,,
Q1108,Biology,2021,Exam_5,Short Answer,2,Hard,Organic,5,2025,2/15/2024,,,,,,,,,,
Q1109,Physics,2018,Exam_5,Long Answer,10,Easy,Algebra,4,2022,08-12-2022,,,,,,,,,,
Q1110,Chemistry,2022,Exam_3,Short Answer,5,Hard,Mechanics,10,2022,1/13/2020,,,,,,,,,,
Q1111,Chemistry,2015,Exam_1,Short Answer,2,Hard,Organic,1,2020,10-08-2016,,,,,,,,,,
Q1112,Computer Science,2025,Exam_4,MCQ,5,Easy,Programming,2,2025,03-05-2024,,,,,,,,,,
Q1113,Biology,2021,Exam_3,MCQ,2,Hard,Programming,3,2024,07-10-2021,,,,,,,,,,
Q1114,Chemistry,2021,Exam_5,Short Answer,5,Medium,Mechanics,10,2025,08-09-2015,,,,,,,,,,
Q1115,Biology,2022,Exam_2,Short Answer,15,Medium,Programming,9,2023,1/16/2020,,,,,,,,,,
Q1116,Computer Science,2018,Exam_5,Long Answer,2,Easy,Genetics,6,2020,9/30/2022,,,,,,,,,,
Q1117,Chemistry,2016,Exam_4,MCQ,2,Hard,Programming,9,2017,12/30/2016,,,,,,,,,,
Q1118,Maths,2018,Exam_1,MCQ,2,Medium,Programming,6,2019,8/26/2019,,,,,,,,,,
Q1119,Maths,2015,Exam_2,Short Answer,15,Medium,Algebra,6,2023,9/20/2015,,,,,,,,,,
Q1120,Computer Science,2015,Exam_1,MCQ,15,Hard,Algebra,7,2019,03-02-2021,,,,,,,,,,
Q1121,Computer Science,2022,Exam_1,Short Answer,15,Medium,Organic,4,2024,6/25/2024,,,,,,,,,,
Q1122,Biology,2021,Exam_5,Long Answer,15,Easy,Programming,9,2024,02-08-2021,,,,,,,,,,
Q1123,Computer Science,2017,Exam_2,MCQ,2,Medium,Mechanics,10,2021,02-04-2017,,,,,,,,,,
Q1124,Biology,2022,Exam_1,MCQ,2,Hard,Genetics,9,2022,2/16/2017,,,,,,,,,,
Q1125,Biology,2021,Exam_5,Short Answer,2,Hard,Genetics,9,2023,06-11-2015,,,,,,,,,,
Q1126,Chemistry,2021,Exam_5,Long Answer,15,Easy,Mechanics,9,2025,11-02-2019,,,,,,,,,,
Q1127,Computer Science,2023,Exam_3,MCQ,10,Hard,Programming,8,2024,6/18/2015,,,,,,,,,,
Q1128,Biology,2016,Exam_2,Short Answer,5,Medium,Organic,2,2022,10-02-2023,,,,,,,,,,
Q1129,Computer Science,2022,Exam_1,Numerical,5,Medium,Mechanics,2,2023,3/13/2023,,,,,,,,,,
Q1130,Chemistry,2023,Exam_4,Short Answer,2,Medium,Organic,5,2024,8/17/2016,,,,,,,,,,
Q1131,Maths,2023,Exam_1,Long Answer,10,Easy,Organic,4,2025,07-06-2020,,,,,,,,,,
Q1132,Physics,2018,Exam_2,Long Answer,2,Easy,Mechanics,5,2021,11/29/2024,,,,,,,,,,
Q1133,Computer Science,2017,Exam_3,Long Answer,10,Easy,Organic,0,2018,08-11-2024,,,,,,,,,,
Q1134,Physics,2016,Exam_1,Short Answer,15,Easy,Mechanics,6,2024,12/15/2019,,,,,,,,,,
Q1135,Biology,2020,Exam_5,Short Answer,15,Hard,Mechanics,1,2023,5/27/2021,,,,,,,,,,
Q1136,Maths,2016,Exam_3,MCQ,2,Easy,Mechanics,9,2020,8/17/2018,,,,,,,,,,
Q1137,Physics,2020,Exam_5,Long Answer,2,Easy,Organic,9,2021,03-01-2020,,,,,,,,,,
Q1138,Physics,2023,Exam_2,Numerical,15,Medium,Algebra,9,2023,7/17/2024,,,,,,,,,,
Q1139,Maths,2016,Exam_5,Short Answer,5,Hard,Genetics,0,2025,12/21/2018,,,,,,,,,,
Q1140,Biology,2024,Exam_1,Numerical,5,Easy,Genetics,2,2024,01-03-2020,,,,,,,,,,
Q1141,Computer Science,2016,Exam_1,MCQ,10,Medium,Algebra,3,2019,1/27/2024,,,,,,,,,,
Q1142,Maths,2017,Exam_3,Short Answer,2,Hard,Mechanics,9,2022,7/24/2022,,,,,,,,,,
Q1143,Chemistry,2015,Exam_1,Long Answer,2,Hard,Programming,10,2015,12/26/2023,,,,,,,,,,
Q1144,Maths,2025,Exam_2,Long Answer,5,Easy,Organic,1,2025,11/17/2023,,,,,,,,,,
Q1145,Biology,2021,Exam_3,Long Answer,10,Hard,Genetics,7,2022,6/15/2023,,,,,,,,,,
Q1146,Biology,2021,Exam_1,MCQ,5,Easy,Programming,5,2021,12/29/2019,,,,,,,,,,
Q1147,Chemistry,2019,Exam_4,Numerical,2,Medium,Genetics,6,2021,04-05-2020,,,,,,,,,,
Q1148,Computer Science,2022,Exam_2,Long Answer,10,Easy,Organic,10,2024,4/20/2017,,,,,,,,,,
Q1149,Physics,2015,Exam_3,Numerical,5,Easy,Mechanics,1,2021,2/16/2017,,,,,,,,,,
Q1150,Maths,2023,Exam_2,MCQ,10,Easy,Organic,3,2025,9/24/2018,,,,,,,,,,
Q1151,Maths,2025,Exam_2,Short Answer,15,Easy,Genetics,4,2025,9/26/2021,,,,,,,,,,
Q1152,Chemistry,2025,Exam_1,Short Answer,5,Easy,Algebra,5,2025,7/15/2017,,,,,,,,,,
Q1153,Chemistry,2024,Exam_1,Numerical,5,Easy,Genetics,3,2025,1/29/2018,,,,,,,,,,
Q1154,Chemistry,2015,Exam_4,Numerical,10,Medium,Mechanics,3,2022,01-02-2016,,,,,,,,,,
Q1155,Biology,2017,Exam_2,MCQ,2,Easy,Programming,6,2017,5/20/2019,,,,,,,,,,
Q1156,Computer Science,2018,Exam_5,Short Answer,15,Medium,Algebra,7,2023,08-12-2024,,,,,,,,,,
Q1157,Chemistry,2022,Exam_5,MCQ,15,Medium,Genetics,2,2024,6/27/2015,,,,,,,,,,
Q1158,Chemistry,2022,Exam_4,MCQ,15,Easy,Programming,5,2025,12/27/2018,,,,,,,,,,
Q1159,Chemistry,2018,Exam_4,MCQ,2,Easy,Algebra,7,2024,7/22/2024,,,,,,,,,,
Q1160,Chemistry,2017,Exam_1,Numerical,2,Hard,Genetics,1,2025,6/20/2023,,,,,,,,,,
Q1161,Biology,2021,Exam_2,Numerical,5,Easy,Mechanics,7,2023,6/13/2022,,,,,,,,,,
Q1162,Biology,2023,Exam_2,MCQ,15,Easy,Mechanics,0,2023,1/18/2022,,,,,,,,,,
Q1163,Chemistry,2023,Exam_4,Short Answer,5,Hard,Organic,2,2024,8/29/2023,,,,,,,,,,
Q1164,Chemistry,2017,Exam_5,Long Answer,15,Hard,Programming,7,2021,1/26/2021,,,,,,,,,,
Q1165,Biology,2021,Exam_4,Numerical,5,Medium,Algebra,3,2022,8/19/2015,,,,,,,,,,
Q1166,Computer Science,2017,Exam_3,Long Answer,10,Hard,Genetics,2,2025,9/25/2020,,,,,,,,,,
Q1167,Physics,2018,Exam_4,MCQ,2,Medium,Algebra,10,2020,2/23/2022,,,,,,,,,,
Q1168,Maths,2022,Exam_1,Long Answer,15,Medium,Algebra,2,2022,12/15/2015,,,,,,,,,,
Q1169,Maths,2023,Exam_1,Numerical,2,Medium,Organic,1,2025,06-07-2022,,,,,,,,,,
Q1170,Maths,2021,Exam_4,Long Answer,15,Easy,Mechanics,1,2021,06-09-2017,,,,,,,,,,
Q1171,Maths,2018,Exam_1,MCQ,2,Easy,Mechanics,6,2020,04-10-2022,,,,,,,,,,
Q1172,Maths,2015,Exam_1,Short Answer,10,Medium,Mechanics,1,2020,10/15/2020,,,,,,,,,,
Q1173,Physics,2024,Exam_1,MCQ,2,Medium,Programming,9,2025,1/14/2024,,,,,,,,,,
Q1174,Biology,2018,Exam_1,Long Answer,10,Medium,Mechanics,10,2020,6/23/2022,,,,,,,,,,
Q1175,Chemistry,2017,Exam_1,Short Answer,15,Easy,Programming,9,2020,02-11-2019,,,,,,,,,,
Q1176,Biology,2020,Exam_1,MCQ,2,Medium,Mechanics,6,2022,10/14/2023,,,,,,,,,,
Q1177,Computer Science,2022,Exam_1,MCQ,15,Hard,Mechanics,6,2025,05-04-2022,,,,,,,,,,
Q1178,Chemistry,2022,Exam_1,Short Answer,15,Hard,Programming,6,2023,12/19/2021,,,,,,,,,,
Q1179,Chemistry,2016,Exam_4,Long Answer,2,Hard,Algebra,4,2021,5/22/2018,,,,,,,,,,
Q1180,Computer Science,2019,Exam_1,Short Answer,15,Hard,Programming,10,2022,1/26/2016,,,,,,,,,,
Q1181,Chemistry,2025,Exam_4,Numerical,5,Medium,Organic,9,2025,03-11-2016,,,,,,,,,,
Q1182,Maths,2017,Exam_5,Short Answer,10,Easy,Organic,8,2019,06-11-2021,,,,,,,,,,
Q1183,Chemistry,2016,Exam_5,Long Answer,5,Hard,Mechanics,0,2019,8/31/2020,,,,,,,,,,
Q1184,Physics,2015,Exam_2,Numerical,10,Hard,Programming,4,2019,01-05-2024,,,,,,,,,,
Q1185,Computer Science,2023,Exam_5,Long Answer,15,Easy,Mechanics,7,2023,9/18/2015,,,,,,,,,,
Q1186,Chemistry,2019,Exam_2,Short Answer,15,Hard,Organic,1,2024,09-01-2017,,,,,,,,,,
Q1187,Biology,2018,Exam_2,Long Answer,5,Medium,Mechanics,3,2022,12/16/2017,,,,,,,,,,
Q1188,Computer Science,2025,Exam_2,Long Answer,5,Easy,Programming,9,2025,2/24/2019,,,,,,,,,,
Q1189,Physics,2016,Exam_4,Long Answer,5,Medium,Genetics,2,2022,06-11-2016,,,,,,,,,,
Q1190,Maths,2017,Exam_5,Long Answer,2,Medium,Algebra,7,2023,09-02-2017,,,,,,,,,,
Q1191,Biology,2023,Exam_3,Short Answer,10,Easy,Programming,2,2024,04-07-2022,,,,,,,,,,
Q1192,Computer Science,2016,Exam_1,Long Answer,15,Medium,Genetics,3,2023,6/30/2016,,,,,,,,,,
Q1193,Computer Science,2020,Exam_2,Short Answer,2,Medium,Mechanics,1,2025,11/28/2016,,,,,,,,,,
Q1194,Chemistry,2016,Exam_5,MCQ,2,Medium,Algebra,0,2025,04-06-2024,,,,,,,,,,
Q1195,Chemistry,2018,Exam_2,Short Answer,5,Hard,Programming,2,2021,6/13/2017,,,,,,,,,,
Q1196,Maths,2021,Exam_3,MCQ,15,Medium,Organic,4,2025,10/30/2017,,,,,,,,,,
Q1197,Physics,2021,Exam_1,Long Answer,5,Medium,Mechanics,9,2025,5/16/2017,,,,,,,,,,
Q1198,Biology,2015,Exam_1,Long Answer,10,Hard,Mechanics,8,2022,12-08-2019,,,,,,,,,,
Q1199,Computer Science,2017,Exam_2,Numerical,10,Hard,Programming,9,2021,07-02-2018,,,,,,,,,,
Q1200,Maths,2017,Exam_3,Long Answer,2,Medium,Programming,1,2025,4/15/2018,,,,,,,,,,
